date,timestamp,fileName,fileHashCode,documentHashCode,fragment,userId,testMode,program,year,programExperienceYears,programExperienceMonths,chosenTask,programmingLanguage
2024-11-07T11:48:30.697-05:00,0,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here",1,ON,3,male,4,-1,-1,python
2024-11-07T11:50:15.057-05:00,0,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:15.235-05:00,687,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:17.739-05:00,692,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here

",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:22.040-05:00,697,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:22.171-05:00,702,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
f",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:22.369-05:00,706,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
fr",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:22.399-05:00,713,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
fro",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:22.604-05:00,714,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:22.635-05:00,733,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from ",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:22.748-05:00,737,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from c",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:23.324-05:00,753,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from co",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:23.388-05:00,763,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from col",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:23.490-05:00,767,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from coll",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:23.575-05:00,771,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from colle",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:23.756-05:00,775,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collec",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:23.797-05:00,779,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collect",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:23.947-05:00,783,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collecti",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:24.013-05:00,787,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collectio",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:24.106-05:00,791,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collection",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:24.258-05:00,795,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:24.422-05:00,808,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections ",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:24.526-05:00,814,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections i",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:24.715-05:00,830,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections im",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:24.891-05:00,834,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections imp",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:24.937-05:00,838,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections impo",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:25.093-05:00,842,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections impor",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:25.243-05:00,846,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:25.414-05:00,854,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import ",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:25.480-05:00,858,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import C",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:25.645-05:00,874,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Co",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:25.708-05:00,884,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Cou",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:25.773-05:00,888,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Coun",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:25.896-05:00,892,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Count",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:25.969-05:00,896,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counte",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:26.345-05:00,900,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:26.487-05:00,905,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter
",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:26.739-05:00,910,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:26.855-05:00,914,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

d",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:26.944-05:00,930,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

de",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:27.071-05:00,940,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

def",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:27.477-05:00,957,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

def ",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:27.520-05:00,968,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

def m",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:27.692-05:00,986,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

def ma",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:27.908-05:00,996,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

def max",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:28.075-05:00,1000,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

def max_",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:28.139-05:00,1004,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

def max_d",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:28.275-05:00,1008,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

def max_di",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:28.303-05:00,1012,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

def max_dig",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:28.479-05:00,1016,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

def max_digi",1,ON,3,male,4,-1,max_digit,python
2024-11-07T11:50:28.943-05:00,1020,max_digit.py,127892,864527498,"# Write code for the max_digit task in this file

# Write your code here
from collections import Counter

def max_digit",1,ON,3,male,4,-1,max_digit,python
