date,timestamp,fileName,fileHashCode,documentHashCode,fragment,userId,testMode,program,year,programExperienceYears,programExperienceMonths,chosenTask,programmingLanguage
2024-11-13T09:44:42.760-05:00,0,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here",2,ON,2,male,4,-1,-1,python
2024-11-13T09:46:35.627-05:00,0,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:41.695-05:00,19,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:41.837-05:00,25,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
p",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:41.940-05:00,29,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
pr",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:42.040-05:00,33,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
pri",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:42.126-05:00,37,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
prin",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:42.766-05:00,41,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:42.785-05:00,48,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print(",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:44.315-05:00,49,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print()",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:44.332-05:00,129,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print("")",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:44.974-05:00,130,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print("""")",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:45.119-05:00,229,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print(""h"")",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:45.676-05:00,261,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print(""he"")",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:46.117-05:00,313,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print(""h"")",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:46.609-05:00,391,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print(""he"")",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:46.737-05:00,437,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print(""h"")",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:47.100-05:00,452,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print("""")",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:47.140-05:00,481,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print(""s"")",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:47.180-05:00,489,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print(""se"")",2,ON,2,male,4,-1,voting,python
2024-11-13T09:46:47.202-05:00,495,voting.py,128559,581171821,"# Write code for the voting task in this file

# Write your code here
print(""sef"")",2,ON,2,male,4,-1,voting,python
