date,timestamp,fileName,fileHashCode,documentHashCode,fragment,userId,testMode,program,year,programExperienceYears,programExperienceMonths,chosenTask,programmingLanguage
2024-11-06T21:09:37.187-05:00,0,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here",1,ON,3,male,4,-1,-1,python
2024-11-06T21:10:03.021-05:00,0,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:15.202-05:00,37,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:15.343-05:00,43,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:15.580-05:00,47,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d ",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:15.793-05:00,51,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d =",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:15.913-05:00,55,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = ",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:16.259-05:00,59,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:16.548-05:00,66,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 ",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:16.769-05:00,70,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 +",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:16.943-05:00,76,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + ",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:17.345-05:00,80,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:19.704-05:00,91,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1
",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:20.547-05:00,123,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:20.715-05:00,132,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + ",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:21.217-05:00,140,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 +",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:21.495-05:00,148,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 +1",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:21.670-05:00,152,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 +",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:21.748-05:00,156,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + ",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:22.009-05:00,160,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:22.157-05:00,168,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1
",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:22.521-05:00,173,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:22.660-05:00,202,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

i",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:22.919-05:00,209,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:23.575-05:00,228,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if ",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:23.583-05:00,242,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:24.121-05:00,243,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if ()",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:24.653-05:00,262,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d)",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:26.201-05:00,280,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d )",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:26.574-05:00,296,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d =)",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:27.383-05:00,306,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = )",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:30.135-05:00,316,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1)",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:30.611-05:00,330,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:30.621-05:00,340,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:31.261-05:00,344,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    ",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:31.683-05:00,367,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    T",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:32.381-05:00,387,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    ",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:32.540-05:00,396,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    H",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:32.703-05:00,407,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    He",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:32.998-05:00,420,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    Hel",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:33.153-05:00,433,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    He",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:33.290-05:00,449,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    H",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:33.415-05:00,460,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    ",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:33.491-05:00,464,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    p",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:33.614-05:00,474,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    pr",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:33.655-05:00,487,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    pri",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:33.693-05:00,499,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    prin",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:33.911-05:00,510,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    print",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:33.914-05:00,527,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    print(",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:34.238-05:00,528,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    print()",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:34.246-05:00,533,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    print(')",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:34.453-05:00,534,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    print('')",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:34.725-05:00,551,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    print('h')",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:34.965-05:00,597,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    print('he')",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:35.100-05:00,611,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    print('hel')",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:35.271-05:00,625,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    print('hell')",1,ON,3,male,4,-1,is_zero,python
2024-11-06T21:10:37.658-05:00,639,is_zero.py,127891,620828426,"# Write code for the is_zero task in this file

# Write your code here
d = 1 + 1

if (d = 1):
    print('hello')",1,ON,3,male,4,-1,is_zero,python
