Unnamed: 0,date,timestamp,fileName,fileHashCode,documentHashCode,fragment,userId,testMode,program,chosenTask,programmingLanguage,language,timestampAti,eventType,eventData
0,2025-03-14T16:27:10.363-04:00,0,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here",6,ON,1111111,1,python,python,,,
1,2025-03-14T17:33:41.606-04:00,0,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here",6,ON,1111111,branch_coverage,python,python,,,
2,2025-03-14T17:33:42.531-04:00,14,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
",6,ON,1111111,branch_coverage,python,python,,,
3,2025-03-14T17:33:43.215-04:00,20,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
P",6,ON,1111111,branch_coverage,python,python,,,
4,2025-03-14T17:33:43.797-04:00,33,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
",6,ON,1111111,branch_coverage,python,python,,,
5,2025-03-14T17:33:43.966-04:00,38,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
p",6,ON,1111111,branch_coverage,python,python,,,
6,2025-03-14T17:33:44.005-04:00,48,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
pr",6,ON,1111111,branch_coverage,python,python,,,
7,2025-03-14T17:33:44.110-04:00,52,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
pri",6,ON,1111111,branch_coverage,python,python,,,
8,2025-03-14T17:33:44.185-04:00,63,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
prin",6,ON,1111111,branch_coverage,python,python,,,
9,2025-03-14T17:33:44.499-04:00,73,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
print",6,ON,1111111,branch_coverage,python,python,,,
10,2025-03-14T17:33:44.506-04:00,83,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
print(",6,ON,1111111,branch_coverage,python,python,,,
11,2025-03-14T17:33:44.759-04:00,84,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
print()",6,ON,1111111,branch_coverage,python,python,,,
12,2025-03-14T17:33:44.766-04:00,88,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
print("")",6,ON,1111111,branch_coverage,python,python,,,
13,2025-03-14T17:33:44.913-04:00,89,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
print("""")",6,ON,1111111,branch_coverage,python,python,,,
14,2025-03-14T17:33:45.021-04:00,96,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
print(""H"")",6,ON,1111111,branch_coverage,python,python,,,
15,2025-03-14T17:33:45.136-04:00,112,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
print(""He"")",6,ON,1111111,branch_coverage,python,python,,,
16,2025-03-14T17:33:45.268-04:00,138,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
print(""Hel"")",6,ON,1111111,branch_coverage,python,python,,,
17,2025-03-14T17:33:45.412-04:00,174,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
print(""Hell"")",6,ON,1111111,branch_coverage,python,python,,,
18,2025-03-14T17:33:45.639-04:00,210,branch_coverage_158136.py,158136,1427717833,"# Write code for the branch_coverage task in this file

# Write your code here
print(""Hello"")",6,ON,1111111,branch_coverage,python,python,,,
